0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
311.4018,548.7809,310.12894,519.1939,0.0,0.0,375.74158,461.51233,0.0,0.0,475.37714,479.94965,465.78836,523.3288,467.6891,715.84717,469.35214,739.94037,402.82776,902.1577,433.35507,953.58124,896.1594,521.4802,881.27625,582.4058,1212.5626,683.5161,1208.2024,737.1871,1492.1339,763.5255,1471.2854,802.439
312.3415,552.16486,309.43826,522.2622,0.0,0.0,373.0052,461.75098,0.0,0.0,475.32037,477.4242,473.16742,521.5997,474.70004,715.0131,478.27652,736.7278,414.85904,902.244,438.49158,947.57263,892.3929,521.2217,882.32684,581.148,1194.1282,685.71094,1194.2974,738.663,1479.6237,764.7772,1455.7644,800.6197
305.2652,551.0274,302.6233,521.18,0.0,0.0,366.8111,460.22076,0.0,0.0,468.22888,479.671,472.25577,520.9511,463.2452,713.94165,475.04764,732.62695,408.74957,899.0193,442.88004,945.6511,885.937,522.43964,881.05646,580.96124,1182.5001,690.25,1188.0004,741.1809,1473.5087,765.9049,1454.6594,800.78467
298.3071,547.35895,299.52927,517.8177,0.0,0.0,375.20392,459.73105,0.0,0.0,474.1334,482.60608,476.59213,516.30914,452.63232,719.2205,473.18677,727.17834,403.3624,899.7413,441.21954,948.6528,890.83563,524.95386,883.26434,580.5465,1196.1791,694.8887,1197.5597,744.6185,1478.4086,771.2245,1457.9075,810.4012
299.17148,549.4876,298.79727,519.3379,0.0,0.0,372.13055,458.52286,0.0,0.0,473.86066,482.3562,475.6648,517.52057,460.04947,713.9592,474.5147,723.9328,407.77863,902.5095,438.09265,950.064,890.634,527.0303,884.49884,583.0365,1194.2583,698.0305,1197.8398,746.47705,1479.6903,771.5151,1459.9556,807.8121
298.28366,550.0265,296.8416,522.55,0.0,0.0,362.72308,469.50085,0.0,0.0,462.0238,494.98975,458.85068,531.464,468.64142,706.0115,465.71045,721.1391,422.71472,884.9791,452.08313,932.55835,869.731,534.53357,862.3499,592.66266,1194.66,692.3476,1202.3046,744.49493,1477.1007,768.1189,1468.1294,808.2402
296.4953,551.98206,293.54462,524.22534,0.0,0.0,358.75656,470.9186,0.0,0.0,461.54526,499.23138,457.3287,535.02716,473.66647,706.36017,464.27255,719.12354,423.4315,891.2458,448.70877,936.53357,873.54333,536.78156,867.33545,595.1702,1207.5051,696.78937,1219.704,747.5481,1492.339,772.971,1485.574,809.9902
285.06293,577.1181,276.80063,544.5701,0.0,0.0,336.00058,485.21103,0.0,0.0,457.91302,517.2773,428.9321,572.3843,510.9418,707.6361,467.32086,739.3686,439.58542,881.1916,430.48325,903.07404,846.673,564.03394,827.0473,626.0611,1159.6381,701.8165,1180.1923,753.0665,1446.7866,778.0084,1439.157,796.9552
258.926,592.80176,253.91075,563.46295,255.92871,584.07367,311.45847,504.46362,0.0,0.0,428.3748,521.8513,404.42792,582.17285,507.37683,698.9935,464.68204,750.65955,441.9981,882.7432,411.74268,894.3999,843.5878,575.74133,825.3001,642.22064,1181.3204,711.088,1179.2651,768.6208,1481.626,764.52106,1464.5303,798.48456
244.46494,635.49493,238.82066,607.2191,0.0,0.0,282.70206,550.09393,0.0,0.0,386.92236,575.9141,383.03586,623.0162,455.594,713.1538,461.14728,745.24896,402.8888,890.7482,455.5583,881.14526,797.39764,609.1511,792.41766,667.7693,1113.2521,711.6211,1125.077,757.9982,1423.7769,766.5659,1417.4484,784.4041
