0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1145.9503,621.3651,1164.0991,624.6506,1158.5073,608.6904,1150.3911,640.30566,1130.9862,588.54504,1037.8804,669.1808,1081.5385,525.3749,1027.1522,773.7981,1060.2196,394.72433,918.58154,833.2255,1133.2588,310.5321,759.5425,580.071,773.719,501.48083,470.12292,725.5397,507.9038,693.04095,471.87405,957.99316,491.64908,950.0698
1147.3262,628.8091,1164.6335,632.72076,1163.2385,613.17596,1146.1996,648.2194,1140.5365,587.571,1009.6101,681.3206,1101.0238,518.8426,915.5275,819.25507,1087.265,394.24695,725.6896,959.4589,1146.1978,329.10883,747.26685,572.7065,786.1509,485.26245,470.7187,731.3492,518.3736,685.86176,469.3915,950.61584,488.79758,928.16736
1149.1648,631.6707,1165.6022,635.6665,1165.152,615.3197,1145.6847,651.15753,1143.4376,588.8813,1008.9152,684.8401,1104.5201,518.87976,905.5425,825.9961,1091.4331,400.01028,698.47253,969.5471,1139.0127,343.1366,745.9601,572.1218,787.1285,481.57462,476.95834,732.19666,522.5355,677.22314,475.07584,943.4634,491.05426,907.97284
1151.5177,639.45483,1168.9506,643.5345,1168.5958,624.0666,1154.4873,656.4947,1149.945,595.4929,1025.6298,687.8381,1105.599,520.9711,937.4773,829.64813,1082.6517,397.88058,720.7013,959.9513,1135.7621,336.04004,745.227,575.199,777.89453,484.09033,466.3107,738.03796,512.85425,691.6551,456.22806,954.4867,478.72394,935.5672
1148.7063,638.19635,1167.6097,641.8864,1163.8821,624.308,1161.1128,653.47577,1144.6832,596.99976,1062.0294,684.0523,1094.6162,525.91614,1058.2339,815.9869,1087.1738,404.6351,910.7055,900.08606,1164.83,330.59778,761.84827,588.27905,768.8421,499.8881,470.80457,735.7619,501.10016,692.0938,457.9621,952.43024,479.72827,937.0798
1143.7485,643.9809,1162.9014,648.0624,1161.7072,622.9024,1158.6998,655.0996,1152.3203,583.4246,1059.0018,688.94385,1101.3408,528.94977,1077.4733,809.36523,1097.278,442.54037,1019.4009,933.04,1171.0603,386.62976,770.44025,570.0302,787.45276,482.51,581.1023,734.4564,591.434,674.62054,478.8168,950.832,475.1764,917.40875
1133.1034,643.0072,1151.5248,637.286,1148.8934,627.3997,0.0,0.0,1132.6462,592.92883,1049.384,612.2281,1031.0966,577.0139,1087.6384,621.2611,835.0544,648.56067,1142.9667,601.9794,704.01715,876.3461,741.8061,552.92303,736.1371,515.86176,498.68173,724.6444,503.42047,707.5906,497.93958,920.9891,472.9166,921.5541
1141.6353,663.2472,1156.7161,653.7177,1156.3662,645.92926,1152.6215,629.62054,1138.6829,601.2553,1064.4017,635.01965,1037.3115,581.1965,1110.4813,737.3758,806.4577,686.19934,1114.9774,807.7143,656.6683,922.348,755.4738,551.95056,746.4259,508.0555,488.40942,723.48645,501.1215,711.04834,491.43048,942.3573,466.26453,946.75256
1165.38,667.7798,1174.9044,660.044,1175.1753,656.1652,1160.2292,640.3452,1149.1403,623.93384,1057.7806,629.0875,1087.2203,589.3331,1084.3546,716.0628,1049.581,630.4816,1065.8528,789.07635,1116.2631,603.5476,755.22675,538.034,765.0587,498.2069,497.19214,724.0565,528.72797,713.43286,475.1563,960.70404,468.29333,943.8335
1158.2172,631.31104,1166.2395,624.1256,1167.1926,619.2003,1144.8549,610.08344,1139.0287,593.94214,1038.3591,600.7372,1082.0747,580.1568,1048.8666,675.27856,1054.5028,654.3405,1042.3263,699.8367,1116.8207,598.9312,762.2252,530.33606,780.6913,497.505,510.91727,727.4371,544.28577,714.30725,472.07272,963.4629,469.28293,937.05286
