0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1052.337,466.96494,0.0,0.0,1050.1442,450.2233,0.0,0.0,1006.0117,428.08157,947.9239,484.902,941.9535,460.21643,915.1249,581.2408,943.0141,572.41943,1027.6082,574.1943,1021.8219,603.65906,732.7087,553.9975,726.0449,525.5857,555.29095,570.492,558.50433,548.3062,392.024,515.10974,404.92276,507.45496
1053.6821,467.65765,0.0,0.0,1052.6957,452.17645,0.0,0.0,1012.55273,430.72626,948.2429,480.92294,949.925,460.96686,915.94714,575.4923,948.114,573.5412,1023.76294,573.83466,1025.9982,602.2174,731.4183,544.7107,729.3636,518.72235,557.9081,562.4773,565.1847,547.31055,392.28415,509.11078,405.03854,510.45758
1053.3948,464.8552,0.0,0.0,1053.5886,450.25986,0.0,0.0,1014.5088,423.83307,941.4505,454.22733,950.1189,452.79156,913.1466,559.8996,952.4995,588.2408,996.0634,563.5967,1034.703,583.1987,718.6212,514.3805,721.7814,496.33673,567.47723,545.6694,574.73584,545.89453,392.67502,501.86047,401.43103,518.86914
1059.1655,461.70728,0.0,0.0,1059.4539,447.1856,0.0,0.0,1019.20074,422.5043,943.4436,454.15372,947.35376,451.90833,909.3839,563.1027,950.7215,590.2701,999.8956,560.1178,1038.3928,577.5184,702.50275,512.22394,703.5639,491.32666,541.138,546.98834,549.1814,536.30524,370.38928,513.9987,378.07346,513.663
1059.9087,463.7756,0.0,0.0,1061.5741,449.58508,0.0,0.0,1019.9625,422.89655,958.8813,453.48175,945.2826,453.63748,942.54443,539.2455,942.6316,570.3948,1041.3927,580.9436,1043.0713,584.4782,728.6234,520.7267,714.01184,504.17993,549.17694,549.2732,551.22906,555.5487,363.43195,487.60287,384.90942,509.9176
1063.7721,463.92487,0.0,0.0,1067.4243,447.26242,0.0,0.0,1032.4205,420.42392,947.6494,455.49536,950.20605,459.3511,921.8728,547.5314,926.86633,582.44464,1004.6179,562.1221,1022.72,565.21094,712.9526,519.4557,713.43726,508.34375,566.97705,530.1994,574.5923,546.8755,431.88025,478.1308,447.24915,511.2262
1062.8829,463.3612,0.0,0.0,1066.2161,447.03107,0.0,0.0,1031.3138,420.535,949.31976,453.93875,951.10834,459.36942,926.11896,542.71747,927.52655,580.73627,1004.32733,556.4064,1023.8992,565.46326,717.5705,518.21606,717.1831,508.024,569.88385,524.3665,576.4791,544.3559,430.43503,470.10486,445.77307,507.54883
1066.6489,464.11765,0.0,0.0,1069.7153,447.3428,0.0,0.0,1033.3269,420.30167,954.02234,453.8304,951.5902,459.65024,931.6674,542.93134,928.402,582.4364,1007.6562,559.75977,1025.5149,568.314,725.94354,516.0354,722.6651,507.15167,589.0326,522.65784,593.0821,544.1699,452.74796,465.88,469.428,505.42157
1060.8099,466.82745,0.0,0.0,1064.9854,449.57162,0.0,0.0,1029.9442,420.21643,947.1753,455.27905,947.7403,458.49573,926.165,546.5205,926.3965,582.5781,1005.80426,563.1679,1022.0364,566.9615,718.1737,517.5558,717.0726,507.24622,580.91394,526.54504,584.7368,545.9565,445.57626,468.20764,462.2091,506.8352
1056.0068,468.7303,0.0,0.0,1060.0101,454.3131,0.0,0.0,1019.94385,425.16806,948.9919,453.3086,941.6354,455.72943,939.1043,541.0796,945.95215,576.13806,1038.5211,581.906,1042.4316,588.11865,722.89795,520.23157,711.70514,507.4815,562.06476,542.8274,566.5405,556.1987,407.3604,470.0766,433.1413,502.96332
