0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1007.5655,198.18124,1007.534,179.70393,987.1405,184.5097,0.0,0.0,928.7421,221.89737,898.10046,332.86365,934.29626,364.2435,877.9935,500.8157,954.22375,544.09735,988.7542,605.42365,1011.68726,697.7985,918.55743,630.30927,939.6143,648.3719,973.99536,855.29193,994.052,880.6685,944.71234,1019.3223,928.52747,1047.0864
1006.1417,196.18835,1005.8625,177.7185,985.0694,182.64204,0.0,0.0,926.21814,221.05396,897.5457,332.3996,932.4154,364.27454,875.4125,498.3611,951.26166,544.1159,986.7744,600.1491,1010.31866,697.8743,919.2915,632.7081,940.6308,650.6045,970.50885,862.3378,999.1558,884.5243,0.0,0.0,935.3987,1050.3204
1000.95435,200.93364,1000.77893,183.00345,979.37476,187.13554,0.0,0.0,918.3276,221.52928,918.4204,336.63638,913.4728,369.38492,920.5624,496.25455,937.98145,550.3632,996.23773,628.648,1007.88104,709.1172,938.7039,638.8543,930.2089,660.92236,986.43134,837.1268,983.45605,873.6526,0.0,0.0,0.0,0.0
998.4212,203.79137,997.7798,186.34818,975.6451,190.22467,0.0,0.0,913.3193,224.51344,935.4952,345.08936,899.93317,372.26962,949.9465,509.5895,927.5526,555.6597,1018.886,641.3752,1013.831,705.81244,950.41296,647.8457,923.6724,667.9014,991.8452,854.231,980.4176,888.6645,0.0,0.0,0.0,0.0
994.13434,202.53696,993.0778,185.41168,970.16235,189.93115,0.0,0.0,910.0956,226.73814,940.4786,348.16507,897.39374,368.53098,951.6069,526.1172,923.17554,557.5633,1043.1802,629.46625,1027.8464,687.08105,948.2434,649.25726,922.7086,663.82513,979.0987,896.59393,999.34424,915.972,0.0,0.0,0.0,0.0
990.9676,200.21797,990.8998,183.5757,969.2866,187.32602,0.0,0.0,909.38916,222.42073,940.75616,349.01544,885.96063,365.30817,962.05853,524.29376,919.72485,547.0127,1056.4357,616.6513,1041.6698,657.0055,946.49384,650.29974,912.2166,664.45404,973.70215,891.9277,975.88495,915.20734,0.0,0.0,0.0,0.0
985.9962,200.30017,985.6126,182.59714,964.6525,186.85309,0.0,0.0,905.0765,220.08876,937.7747,341.19763,881.1858,363.5738,962.28076,511.6389,919.501,546.07166,1062.4188,597.1475,1055.6794,625.5192,946.99994,643.1954,912.42413,659.11835,967.2937,897.5493,971.5966,919.86035,0.0,0.0,0.0,0.0
980.5924,196.00452,980.2811,177.79034,959.3279,181.39224,0.0,0.0,899.6243,213.0138,929.5487,334.53122,879.0972,354.06747,955.88837,503.44604,920.3581,533.5495,1075.7787,554.3024,1081.5549,580.37933,946.69354,636.08,914.9949,650.8581,967.6648,897.88007,971.1771,916.0721,0.0,0.0,0.0,0.0
979.1486,197.746,979.1098,178.19116,957.47864,181.77681,0.0,0.0,901.0412,209.80656,929.40454,332.48254,880.2612,349.6858,960.8654,503.84064,922.5355,529.10706,1092.1758,531.19714,1083.6388,557.62946,946.83295,637.67303,914.57965,652.5565,960.687,898.55005,971.8832,919.4012,0.0,0.0,0.0,0.0
980.9587,191.57565,980.5349,173.02689,959.8898,177.17162,0.0,0.0,905.08124,208.84996,930.009,326.659,883.34106,349.20364,951.6136,485.81094,922.7529,518.7164,1067.8945,498.20786,1073.44,520.0578,948.6556,635.80334,916.617,652.3676,961.7496,899.311,966.1937,922.5348,0.0,0.0,0.0,0.0
