0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
748.901,298.9554,772.19653,286.82666,741.3856,286.76956,812.7264,310.84732,0.0,0.0,856.26306,410.81195,714.8414,393.8636,942.8842,518.8331,652.2279,474.85168,948.31116,404.48752,614.09656,407.55682,777.9016,637.6348,669.8973,621.772,739.2466,687.9176,0.0,0.0,0.0,0.0,0.0,0.0
748.5892,298.9394,771.8294,286.75272,741.16254,286.79626,812.39197,310.58893,0.0,0.0,855.7947,410.4066,715.2487,393.4592,942.9628,518.5287,652.2703,474.4621,947.9613,403.04004,614.1702,407.3913,777.2764,637.5288,669.8819,621.72314,737.7081,688.1176,0.0,0.0,0.0,0.0,0.0,0.0
748.11383,298.87094,771.4193,286.55832,740.63464,286.68,812.4701,310.37756,0.0,0.0,856.7035,410.64316,714.98486,392.99115,943.23395,519.79785,652.6767,474.1575,946.3913,398.99246,614.59314,405.18576,776.8319,638.0359,668.65,621.6499,737.91034,686.9156,0.0,0.0,0.0,0.0,0.0,0.0
747.8535,298.84943,771.04877,286.74384,740.88354,286.52393,812.0317,310.26538,0.0,0.0,855.9636,409.46838,715.5729,393.20306,943.6703,518.49945,655.75336,477.17438,947.6697,406.28766,618.20856,412.96338,777.7742,635.8801,670.44385,620.1386,741.2534,689.9739,0.0,0.0,0.0,0.0,0.0,0.0
748.3013,297.84012,770.99,285.3988,741.88074,285.8396,814.02124,310.12476,0.0,0.0,859.2917,409.1092,713.78546,396.2488,951.6346,504.2074,655.35767,468.7955,954.6039,400.93057,620.03955,399.64587,786.17847,635.69574,674.10754,622.2734,764.75354,687.7649,0.0,0.0,0.0,0.0,0.0,0.0
751.1548,298.68216,773.6713,287.26413,744.6666,287.11072,816.84125,314.72812,0.0,0.0,865.9252,404.59344,704.2584,396.6939,945.0161,469.13544,648.2781,457.3863,955.6258,375.2413,612.30536,384.3619,788.09863,636.4031,664.6492,622.3763,768.6173,695.44446,508.09235,687.5416,0.0,0.0,0.0,0.0
754.8679,300.85568,777.5111,289.26706,745.9895,289.83875,816.8095,313.8644,0.0,0.0,860.6908,403.39465,709.23114,391.00513,942.0335,464.34988,622.93744,430.47818,929.9824,354.47412,606.3781,350.62497,785.0599,634.95715,668.66187,622.27795,758.1119,689.3647,516.5142,692.09076,0.0,0.0,0.0,0.0
756.4049,302.04895,778.73773,290.2884,747.3204,291.04364,816.752,314.0694,0.0,0.0,860.35266,396.0236,707.69104,386.03168,943.00665,424.7381,613.136,397.55096,913.6334,314.7807,611.39484,311.90686,788.2537,639.9321,668.6964,628.7765,769.18756,687.378,0.0,0.0,0.0,0.0,0.0,0.0
755.65857,302.50696,779.27295,291.9899,746.90436,291.11755,818.55365,317.463,0.0,0.0,858.14954,394.6936,704.7823,383.6347,936.7562,387.61856,613.8247,367.22772,906.0263,278.39444,623.19666,281.43378,789.10315,642.2355,667.1906,630.4543,779.834,693.40765,0.0,0.0,0.0,0.0,0.0,0.0
756.22504,301.6152,779.3086,291.4735,747.57916,291.34723,818.67755,316.63837,0.0,0.0,860.1778,388.49823,707.26953,380.20535,932.2258,349.66144,620.0542,339.35107,889.9672,225.18219,628.48615,251.69403,788.14246,640.3323,666.0952,627.696,778.02936,697.36456,0.0,0.0,0.0,0.0,0.0,0.0
755.77155,302.63132,779.2926,292.46948,747.61487,292.37048,820.597,316.8977,0.0,0.0,857.80743,385.49493,709.4951,376.47925,914.51294,324.10815,626.79095,310.26367,873.6992,192.49734,624.2773,215.17355,786.5772,638.098,665.27075,624.8241,789.2822,698.34625,0.0,0.0,0.0,0.0,0.0,0.0
759.0156,303.43832,780.89764,292.49286,751.936,294.1399,821.2781,315.48383,0.0,0.0,859.16296,381.93097,715.13837,372.0267,898.00854,329.37802,646.13214,295.87772,857.49365,220.27097,650.3516,208.26886,798.2826,633.28796,680.6624,620.73193,764.50995,680.0377,500.8966,671.9704,0.0,0.0,0.0,0.0
759.0301,304.67212,781.03125,293.5063,751.14844,295.46118,822.2658,315.9701,0.0,0.0,856.94147,382.86746,718.7141,372.60358,886.37213,319.40936,658.88983,282.4616,850.2561,201.78445,651.91895,185.20999,793.9063,634.4993,679.58954,620.73126,764.09125,683.71783,502.29224,668.3479,0.0,0.0,0.0,0.0
758.6288,304.4405,781.5919,293.52634,749.8238,296.43414,822.4824,317.39194,0.0,0.0,850.0435,385.39572,723.3327,376.61014,875.84644,303.40692,671.72705,266.9363,844.14795,188.50749,657.4431,174.0812,795.4757,631.63934,688.81995,619.0089,742.7273,690.10547,493.86636,676.9185,0.0,0.0,0.0,0.0
758.86017,304.70386,781.7219,293.71274,750.7758,296.8084,823.11584,317.3266,0.0,0.0,849.5582,383.92685,724.6138,378.33893,873.1989,295.4272,672.56775,268.01337,843.85284,184.10843,658.13684,173.91507,795.0414,631.4847,689.2162,620.2107,743.9968,690.46277,494.70038,677.6118,0.0,0.0,0.0,0.0
758.6523,305.272,781.5701,293.7951,750.7197,296.10388,825.82947,317.2085,0.0,0.0,854.71875,384.48117,725.69934,376.36572,868.5854,306.91782,673.1748,272.1492,837.8706,192.2731,661.55664,170.2861,795.0759,637.935,685.0238,624.8461,764.8768,687.823,503.8224,669.60315,0.0,0.0,0.0,0.0
758.7081,305.2339,781.5644,293.7182,750.86926,296.0106,826.0974,316.98297,0.0,0.0,855.2004,384.45758,725.82654,377.01526,868.58124,306.92694,673.3536,273.86166,836.74475,192.80603,661.85156,170.48752,793.2686,637.617,683.3695,624.54956,764.1551,688.25616,504.98938,669.5458,0.0,0.0,0.0,0.0
758.9135,305.65735,781.8277,294.15503,751.13,296.32587,826.3983,317.68402,0.0,0.0,855.6586,385.86816,725.8732,377.3018,869.1669,309.95703,672.8373,273.98944,838.2079,195.30981,662.105,170.49734,794.3161,637.7473,684.0937,624.3776,764.946,687.3963,503.95633,668.9421,0.0,0.0,0.0,0.0
758.9889,306.05573,781.89233,294.46625,750.78687,296.86795,826.54944,318.01282,0.0,0.0,856.3025,386.7107,725.88153,377.2016,870.0587,312.44196,672.53186,271.9783,839.0082,197.79507,662.158,168.49652,795.1797,638.5923,684.4546,624.9852,766.06824,687.3438,504.40668,669.00916,0.0,0.0,0.0,0.0
759.06366,306.58716,781.9332,295.1167,751.3781,297.3786,826.7401,318.6985,0.0,0.0,856.39404,387.37634,726.3049,377.96155,870.324,312.0966,671.6797,272.77847,838.2229,196.89682,660.8862,168.736,793.8554,639.36316,683.7252,625.7067,764.31805,686.61334,505.06805,668.2815,0.0,0.0,0.0,0.0
759.11,306.56747,781.90063,295.22266,751.3651,297.39655,825.6157,318.59644,0.0,0.0,855.815,386.42178,724.87604,376.35382,871.54065,312.49402,671.3641,271.8844,838.3515,195.11551,659.60583,168.56653,794.3672,638.3341,683.66254,624.4368,764.2926,685.17456,503.9001,666.2794,0.0,0.0,0.0,0.0
759.4814,305.30014,781.0307,294.06006,751.85864,296.72473,823.26874,316.60065,0.0,0.0,856.75977,383.7941,724.68555,373.64227,878.5405,320.46393,668.2088,281.248,846.8505,201.0682,658.2751,183.78815,793.85864,634.5111,683.09973,620.509,760.9431,684.0801,504.94257,666.8845,0.0,0.0,0.0,0.0
759.4006,305.5365,780.81024,293.6966,752.57,296.44733,823.6501,314.6479,0.0,0.0,859.55707,381.66928,722.26465,373.87067,884.5139,328.41336,657.72186,298.1128,848.53925,210.81497,652.5842,201.69577,793.922,634.40656,680.4153,621.3071,759.1414,683.2842,502.28137,668.79614,0.0,0.0,0.0,0.0
759.9387,303.99982,781.25793,292.4392,752.0168,295.03778,821.8469,315.47745,0.0,0.0,860.1885,385.27454,715.39777,374.65295,895.32056,337.82697,640.3172,299.64194,857.04675,225.30023,641.50494,207.94199,794.0038,637.3357,676.1155,624.2426,762.7424,684.2578,499.5076,673.4564,0.0,0.0,0.0,0.0
758.36395,304.05402,781.3104,293.9096,750.7343,294.36517,823.65283,318.96426,0.0,0.0,861.15186,388.97937,713.6369,379.92133,911.74677,326.51996,621.88367,316.94208,873.46216,197.725,625.9065,229.47357,784.61145,644.8684,665.5571,630.69476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759.5159,303.37146,782.36786,293.7788,751.928,293.38727,821.40796,319.98413,0.0,0.0,861.5454,393.2388,709.94476,380.6869,933.5686,357.77045,612.76306,334.52002,892.78107,238.21649,625.6583,248.32693,786.67114,643.79974,666.1257,630.58014,775.12445,696.5281,0.0,0.0,0.0,0.0,0.0,0.0
